t x y vx vy ax ay theta_deg
0 0.308866 -0.951106 -0 -0 -2.92973 -0.951411 17.9909
0.01 0.308719 -0.951153 -0.029294 -0.00950804 -2.92873 -0.949591 17.9821
0.02 0.30828 -0.951296 -0.058568 -0.0189797 -2.92574 -0.944138 17.9556
0.03 0.307548 -0.951533 -0.087802 -0.0283788 -2.92073 -0.935071 17.9115
0.04 0.306524 -0.951863 -0.116976 -0.0376692 -2.91371 -0.922422 17.8499
0.05 0.305209 -0.952286 -0.146069 -0.0468154 -2.90465 -0.906236 17.7707
0.06 0.303603 -0.952799 -0.175062 -0.0557823 -2.89352 -0.88657 17.6741
0.07 0.301708 -0.9534 -0.203933 -0.0645354 -2.8803 -0.863494 17.5602
0.08 0.299525 -0.954089 -0.232661 -0.0730411 -2.86495 -0.83709 17.4291
0.09 0.297055 -0.95486 -0.261225 -0.0812664 -2.84744 -0.807452 17.2808
0.1 0.294301 -0.955713 -0.289602 -0.0891797 -2.82772 -0.774687 17.1156
0.11 0.291264 -0.956643 -0.317772 -0.0967501 -2.80575 -0.738912 16.9336
0.12 0.287946 -0.957647 -0.34571 -0.103948 -2.78149 -0.700256 16.735
0.13 0.28435 -0.95872 -0.373394 -0.110746 -2.75488 -0.658861 16.52
0.14 0.280479 -0.95986 -0.400799 -0.117117 -2.72587 -0.614875 16.2888
0.15 0.276335 -0.961061 -0.427903 -0.123036 -2.69442 -0.568461 16.0416
0.16 0.271922 -0.962319 -0.454679 -0.128479 -2.66048 -0.51979 15.7787
0.17 0.267243 -0.963629 -0.481104 -0.133424 -2.624 -0.469041 15.5003
0.18 0.262301 -0.964986 -0.507151 -0.137853 -2.58492 -0.416403 15.2067
0.19 0.257101 -0.966384 -0.532794 -0.141747 -2.54321 -0.362073 14.8981
0.2 0.251647 -0.967819 -0.558006 -0.14509 -2.49883 -0.306257 14.575
0.21 0.245943 -0.969284 -0.582761 -0.147868 -2.45173 -0.249164 14.2376
0.22 0.239993 -0.970775 -0.607032 -0.150069 -2.4019 -0.191013 13.8861
0.23 0.233804 -0.972284 -0.63079 -0.151685 -2.34929 -0.132027 13.5211
0.24 0.227379 -0.973806 -0.654008 -0.152708 -2.29389 -0.072434 13.1428
0.25 0.220726 -0.975336 -0.676658 -0.153133 -2.23569 -0.0124644 12.7516
0.26 0.213848 -0.976867 -0.698712 -0.152957 -2.17467 0.047647 12.348
0.27 0.206753 -0.978393 -0.720142 -0.15218 -2.11085 0.107664 11.9322
0.28 0.199447 -0.979909 -0.74092 -0.150805 -2.04424 0.167349 11.5047
0.29 0.191937 -0.981407 -0.761018 -0.148835 -1.97485 0.226464 11.0659
0.3 0.184229 -0.982883 -0.780408 -0.146278 -1.90271 0.284774 10.6162
0.31 0.176331 -0.984331 -0.799063 -0.143143 -1.82786 0.342042 10.1562
0.32 0.168251 -0.985744 -0.816956 -0.139441 -1.75035 0.398038 9.68613
0.33 0.159995 -0.987118 -0.834061 -0.135187 -1.67024 0.452533 9.20661
0.34 0.151572 -0.988446 -0.850353 -0.130396 -1.58761 0.505304 8.71805
0.35 0.142991 -0.989724 -0.865805 -0.125088 -1.50253 0.556133 8.22094
0.36 0.134259 -0.990946 -0.880395 -0.119281 -1.41508 0.604812 7.71577
0.37 0.125386 -0.992108 -0.8941 -0.112999 -1.32538 0.651137 7.20303
0.38 0.11638 -0.993205 -0.906896 -0.106267 -1.23354 0.694916 6.68323
0.39 0.107251 -0.994232 -0.918764 -0.0991099 -1.13967 0.735964 6.15687
0.4 0.0980079 -0.995186 -0.929683 -0.0915571 -1.0439 0.77411 5.62447
0.41 0.0886605 -0.996062 -0.939636 -0.083638 -0.946374 0.809191 5.08655
0.42 0.0792185 -0.996857 -0.948605 -0.075384 -0.847239 0.84106 4.54365
0.43 0.0696918 -0.997569 -0.956576 -0.0668279 -0.746649 0.869582 3.99628
0.44 0.0600904 -0.998193 -0.963534 -0.0580039 -0.644766 0.894634 3.445
0.45 0.0504245 -0.998728 -0.969467 -0.0489472 -0.541758 0.91611 2.89034
0.46 0.0407045 -0.999171 -0.974366 -0.0396939 -0.437799 0.933918 2.33284
0.47 0.0309407 -0.999521 -0.978221 -0.0302813 -0.333067 0.947981 1.77305
0.48 0.0211436 -0.999776 -0.981025 -0.020747 -0.227745 0.958239 1.21153
0.49 0.0113237 -0.999936 -0.982774 -0.0111293 -0.122019 0.964649 0.648813
0.5 0.0014916 -0.999999 -0.983465 -0.00146694 -0.0160753 0.967182 0.0854626
0.51 -0.00834208 -0.999965 -0.983096 0.00820135 0.0898969 0.965828 -0.477972
0.52 -0.0181668 -0.999835 -0.981667 0.0178367 0.195709 0.960592 -1.04094
0.53 -0.0279719 -0.999609 -0.979182 0.0274003 0.301173 0.951497 -1.60288
0.54 -0.0377469 -0.999287 -0.975646 0.0368539 0.406103 0.938582 -2.16325
0.55 -0.0474813 -0.998872 -0.971063 0.0461594 0.510316 0.921903 -2.7215
0.56 -0.0571647 -0.998365 -0.965442 0.0552796 0.613631 0.901531 -3.27708
0.57 -0.0667867 -0.997767 -0.958794 0.064178 0.715873 0.877553 -3.82945
0.58 -0.0763372 -0.997082 -0.951129 0.072819 0.816873 0.850072 -4.37806
0.59 -0.085806 -0.996312 -0.942461 0.0811682 0.916466 0.819204 -4.92237
0.6 -0.0951831 -0.99546 -0.932805 0.0891922 1.01449 0.785082 -5.46186
0.61 -0.104459 -0.994529 -0.922177 0.0968594 1.11081 0.747849 -5.99599
0.62 -0.113623 -0.993524 -0.910595 0.104139 1.20527 0.707664 -6.52424
0.63 -0.122668 -0.992448 -0.898078 0.111003 1.29775 0.664694 -7.04608
0.64 -0.131582 -0.991305 -0.884647 0.117425 1.38811 0.619122 -7.56102
0.65 -0.140358 -0.990101 -0.870323 0.123378 1.47625 0.571136 -8.06854
0.66 -0.148986 -0.988839 -0.85513 0.12884 1.56206 0.520937 -8.56814
0.67 -0.157457 -0.987526 -0.83909 0.13379 1.64544 0.468732 -9.05934
0.68 -0.165765 -0.986165 -0.822229 0.138209 1.72632 0.414737 -9.54166
0.69 -0.173899 -0.984763 -0.804572 0.142079 1.80463 0.359173 -10.0146
0.7 -0.181854 -0.983326 -0.786146 0.145388 1.88029 0.302266 -10.4777
0.71 -0.18962 -0.981858 -0.766976 0.148121 1.95325 0.244248 -10.9306
0.72 -0.197191 -0.980365 -0.74709 0.15027 2.02348 0.185352 -11.3727
0.73 -0.204559 -0.978854 -0.726515 0.151826 2.09094 0.125814 -11.8037
0.74 -0.211719 -0.977331 -0.70528 0.152785 2.15561 0.065873 -12.2231
0.75 -0.218663 -0.9758 -0.683412 0.153143 2.21748 0.00576527 -12.6305
0.76 -0.225385 -0.97427 -0.66094 0.1529 2.27653 -0.0542722 -13.0255
0.77 -0.23188 -0.972744 -0.637891 0.152058 2.33278 -0.114004 -13.4078
0.78 -0.238141 -0.971231 -0.614294 0.150622 2.38623 -0.173199 -13.7768
0.79 -0.244164 -0.969734 -0.590176 0.148597 2.43691 -0.231627 -14.1324
0.8 -0.249943 -0.968261 -0.565565 0.145993 2.48483 -0.289063 -14.4741
0.81 -0.255473 -0.966816 -0.540488 0.14282 2.53003 -0.34529 -14.8016
0.82 -0.260751 -0.965406 -0.514973 0.139092 2.57255 -0.400092 -15.1146
0.83 -0.265772 -0.964036 -0.489046 0.134823 2.61242 -0.453265 -15.4128
0.84 -0.270531 -0.962711 -0.462733 0.130032 2.64969 -0.504607 -15.6959
0.85 -0.275025 -0.961437 -0.436061 0.124738 2.68439 -0.553928 -15.9635
0.86 -0.279251 -0.960218 -0.409054 0.118961 2.71659 -0.601045 -16.2155
0.87 -0.283205 -0.959059 -0.381737 0.112725 2.74634 -0.645785 -16.4516
0.88 -0.286885 -0.957965 -0.354135 0.106054 2.77367 -0.687982 -16.6715
0.89 -0.290287 -0.95694 -0.326272 0.0989742 2.79864 -0.727484 -16.8751
0.9 -0.293409 -0.955987 -0.29817 0.0915137 2.8213 -0.764147 -17.0622
0.91 -0.29625 -0.955111 -0.269853 0.0837012 2.84169 -0.797838 -17.2325
0.92 -0.298806 -0.954314 -0.241344 0.0755672 2.85987 -0.828436 -17.3859
0.93 -0.301076 -0.9536 -0.212663 0.0671432 2.87587 -0.855832 -17.5222
0.94 -0.303058 -0.952972 -0.183833 0.0584616 2.88973 -0.879927 -17.6414
0.95 -0.304752 -0.952432 -0.154875 0.0495559 2.90149 -0.900635 -17.7433
0.96 -0.306156 -0.951981 -0.12581 0.0404604 2.91118 -0.917884 -17.8277
0.97 -0.307268 -0.951623 -0.0966587 0.03121 2.91882 -0.931611 -17.8947
0.98 -0.308089 -0.951358 -0.0674408 0.0218401 2.92443 -0.941768 -17.9441
0.99 -0.308617 -0.951186 -0.0381768 0.0123866 2.92803 -0.94832 -17.9759
1 -0.308852 -0.95111 -0.00888677 0.00288578 2.92964 -0.951243 -17.9901
1.01 -0.308794 -0.951129 0.0204093 -0.0066261 2.92924 -0.950527 -17.9866
1.02 -0.308444 -0.951243 0.0496915 -0.0161126 2.92686 -0.946175 -17.9655
1.03 -0.307801 -0.951451 0.0789397 -0.0255375 2.92246 -0.938201 -17.9267
1.04 -0.306865 -0.951753 0.108134 -0.0348647 2.91605 -0.926635 -17.8704
1.05 -0.305638 -0.952148 0.137254 -0.0440584 2.90761 -0.911516 -17.7966
1.06 -0.304121 -0.952634 0.166279 -0.0530834 2.89712 -0.892899 -17.7053
1.07 -0.302313 -0.953209 0.195189 -0.0619049 2.88453 -0.870849 -17.5966
1.08 -0.300217 -0.953871 0.223963 -0.0704892 2.86983 -0.845445 -17.4706
1.09 -0.297834 -0.954618 0.252579 -0.0788029 2.85298 -0.816778 -17.3276
1.1 -0.295166 -0.955446 0.281015 -0.0868142 2.83394 -0.784949 -17.1675
1.11 -0.292215 -0.956353 0.30925 -0.0944918 2.81266 -0.750074 -16.9906
1.12 -0.288982 -0.957335 0.337261 -0.101806 2.78909 -0.712278 -16.797
1.13 -0.28547 -0.958388 0.365024 -0.108728 2.7632 -0.671698 -16.587
1.14 -0.281682 -0.959508 0.392517 -0.115231 2.73493 -0.628482 -16.3606
1.15 -0.277621 -0.960691 0.419715 -0.121289 2.70423 -0.582787 -16.1183
1.16 -0.273289 -0.961932 0.446593 -0.126879 2.67104 -0.534782 -15.8601
1.17 -0.26869 -0.963227 0.473127 -0.131978 2.63534 -0.484643 -15.5863
1.18 -0.263828 -0.96457 0.499291 -0.136565 2.59705 -0.432558 -15.2973
1.19 -0.258706 -0.965956 0.52506 -0.140623 2.55615 -0.37872 -14.9933
1.2 -0.253328 -0.96738 0.550405 -0.144135 2.51258 -0.323332 -14.6745
1.21 -0.247699 -0.968837 0.575302 -0.147085 2.46631 -0.266604 -14.3414
1.22 -0.241824 -0.97032 0.599722 -0.149463 2.41731 -0.208751 -13.9942
1.23 -0.235706 -0.971824 0.623639 -0.151257 2.36554 -0.149995 -13.6333
1.24 -0.229353 -0.973343 0.647024 -0.152461 2.31099 -0.0905611 -13.259
1.25 -0.222768 -0.974872 0.669849 -0.153067 2.25364 -0.030681 -12.8716
1.26 -0.215958 -0.976403 0.692087 -0.153074 2.19348 0.0294123 -12.4717
1.27 -0.208928 -0.977931 0.71371 -0.152479 2.13051 0.0894829 -12.0595
1.28 -0.201686 -0.97945 0.734688 -0.151285 2.06474 0.149294 -11.6355
1.29 -0.194237 -0.980955 0.754995 -0.149495 1.99619 0.208607 -11.2001
1.3 -0.186588 -0.982438 0.774603 -0.147115 1.92488 0.267186 -10.7537
1.31 -0.178747 -0.983895 0.793484 -0.144154 1.85085 0.324795 -10.2968
1.32 -0.170721 -0.985319 0.811611 -0.140623 1.77414 0.381201 -9.82973
1.33 -0.162517 -0.986706 0.828958 -0.136535 1.69481 0.436175 -9.35304
1.34 -0.154144 -0.988048 0.845498 -0.131905 1.61294 0.489492 -8.86717
1.35 -0.14561 -0.989342 0.861208 -0.126751 1.52859 0.540933 -8.37261
1.36 -0.136923 -0.990582 0.876062 -0.121094 1.44185 0.590286 -7.86983
1.37 -0.128092 -0.991762 0.890038 -0.114953 1.35282 0.637346 -7.35934
1.38 -0.119125 -0.992879 0.903112 -0.108355 1.26162 0.681916 -6.84162
1.39 -0.110033 -0.993928 0.915263 -0.101324 1.16835 0.723812 -6.31719
1.4 -0.100823 -0.994904 0.926472 -0.0938882 1.07314 0.762855 -5.78657
1.41 -0.0915064 -0.995804 0.93672 -0.086077 0.976133 0.798883 -5.25027
1.42 -0.082092 -0.996625 0.945989 -0.0779211 0.877471 0.831741 -4.70882
1.43 -0.0725899 -0.997362 0.954264 -0.0694532 0.777305 0.861292 -4.16276
1.44 -0.0630101 -0.998013 0.961531 -0.0607068 0.675797 0.887408 -3.6126
1.45 -0.0533627 -0.998575 0.967776 -0.0517168 0.573112 0.909979 -3.05891
1.46 -0.043658 -0.999047 0.97299 -0.0425193 0.469423 0.928908 -2.50221
1.47 -0.0339064 -0.999425 0.977162 -0.0331511 0.364906 0.944115 -1.94306
1.48 -0.0241182 -0.999709 0.980286 -0.0236496 0.259744 0.955533 -1.38201
1.49 -0.0143042 -0.999898 0.982355 -0.0140532 0.154121 0.963113 -0.819596
1.5 -0.00447466 -0.99999 0.983367 -0.00440028 0.0482233 0.966824 -0.25638
1.51 0.00535965 -0.999986 0.983319 0.00527033 -0.0577602 0.966649 0.307087
1.52 0.0151882 -0.999885 0.982212 0.0149198 -0.163641 0.962589 0.870253
1.53 0.0250004 -0.999687 0.980048 0.0245092 -0.26923 0.954662 1.43257
1.54 0.0347856 -0.999395 0.976829 0.0340002 -0.374342 0.9429 1.99347
1.55 0.0445335 -0.999008 0.972563 0.0433546 -0.478791 0.927356 2.55242
1.56 0.0542334 -0.998528 0.967256 0.0525349 -0.582397 0.908096 3.10887
1.57 0.0638752 -0.997958 0.960918 0.0615044 -0.684983 0.885201 3.66227
1.58 0.0734484 -0.997299 0.953561 0.0702272 -0.786378 0.858771 4.21208
1.59 0.082943 -0.996554 0.945195 0.0786684 -0.886414 0.828917 4.75775
1.6 0.092349 -0.995727 0.935837 0.0867945 -0.984934 0.795768 5.29876
1.61 0.101656 -0.99482 0.925502 0.0945733 -1.08178 0.759463 5.83457
1.62 0.110856 -0.993836 0.914208 0.101974 -1.17682 0.720155 6.36465
1.63 0.119938 -0.992781 0.901972 0.108967 -1.26991 0.678012 6.8885
1.64 0.128892 -0.991659 0.888816 0.115525 -1.36093 0.633209 7.40558
1.65 0.137711 -0.990472 0.874761 0.121623 -1.44975 0.585935 7.9154
1.66 0.146385 -0.989228 0.859829 0.127236 -1.53628 0.536386 8.41746
1.67 0.154905 -0.987929 0.844044 0.132344 -1.62041 0.484767 8.91126
1.68 0.163263 -0.986583 0.827429 0.136925 -1.70206 0.431292 9.39632
1.69 0.17145 -0.985193 0.810011 0.140964 -1.78115 0.37618 9.87216
1.7 0.17946 -0.983765 0.791815 0.144444 -1.85762 0.319656 10.3383
1.71 0.187284 -0.982306 0.772867 0.147353 -1.93141 0.26195 10.7943
1.72 0.194915 -0.98082 0.753196 0.14968 -2.00247 0.203295 11.2398
1.73 0.202346 -0.979314 0.732827 0.151417 -2.07077 0.143928 11.6742
1.74 0.209569 -0.977794 0.71179 0.152557 -2.13629 0.0840838 12.0971
1.75 0.21658 -0.976265 0.690111 0.153098 -2.19901 0.0240014 12.5082
1.76 0.22337 -0.974734 0.667819 0.153037 -2.25891 -0.0360823 12.907
1.77 0.229934 -0.973206 0.644942 0.152377 -2.31601 -0.0959317 13.2932
1.78 0.236267 -0.971688 0.621508 0.15112 -2.37031 -0.155314 13.6663
1.79 0.242362 -0.970186 0.597545 0.149273 -2.42183 -0.213998 14.026
1.8 0.248216 -0.968705 0.573081 0.146843 -2.47058 -0.271759 14.372
1.81 0.253822 -0.967251 0.548142 0.143841 -2.51661 -0.328375 14.7038
1.82 0.259177 -0.96583 0.522757 0.14028 -2.55993 -0.383632 15.0212
1.83 0.264276 -0.964447 0.496952 0.136174 -2.6006 -0.43732 15.3239
1.84 0.269115 -0.963108 0.470754 0.13154 -2.63865 -0.489238 15.6116
1.85 0.27369 -0.961818 0.444188 0.126396 -2.67413 -0.539192 15.884
1.86 0.277998 -0.960582 0.41728 0.120763 -2.70709 -0.586997 16.1407
1.87 0.282035 -0.959404 0.390054 0.114664 -2.73757 -0.632475 16.3817
1.88 0.285798 -0.95829 0.362536 0.108122 -2.76563 -0.67546 16.6065
1.89 0.289284 -0.957243 0.33475 0.101163 -2.79131 -0.715796 16.8151
1.9 0.292492 -0.956268 0.306718 0.0938153 -2.81467 -0.753334 17.0072
1.91 0.295418 -0.955368 0.278464 0.0861064 -2.83574 -0.78794 17.1826
1.92 0.29806 -0.954547 0.250011 0.0780666 -2.85459 -0.819489 17.3411
1.93 0.300418 -0.953808 0.22138 0.0697272 -2.87124 -0.847866 17.4827
1.94 0.302488 -0.953153 0.192593 0.0611202 -2.88575 -0.872972 17.6071
1.95 0.304269 -0.952586 0.163672 0.0522789 -2.89814 -0.894716 17.7142
1.96 0.305761 -0.952108 0.134637 0.0432374 -2.90846 -0.913021 17.8039
1.97 0.306961 -0.951722 0.105509 0.0340302 -2.91671 -0.927822 17.8762
1.98 0.307871 -0.951428 0.0763094 0.0246928 -2.92294 -0.939067 17.9309
1.99 0.308487 -0.951228 0.0470572 0.0152609 -2.92715 -0.946715 17.9681
2 0.308812 -0.951123 0.017773 0.00577055 -2.92936 -0.950741 17.9876
2.01 0.308843 -0.951113 -0.0115234 -0.00374183 -2.92957 -0.951129 17.9895
2.02 0.308581 -0.951198 -0.0408119 -0.0132399 -2.92779 -0.947879 17.9737
2.03 0.308027 -0.951378 -0.0700725 -0.0226873 -2.92401 -0.941001 17.9404
2.04 0.30718 -0.951651 -0.0992853 -0.0320479 -2.91821 -0.930521 17.8894
2.05 0.306041 -0.952018 -0.12843 -0.0412858 -2.91039 -0.916475 17.8208
2.06 0.304612 -0.952477 -0.157486 -0.0503657 -2.90052 -0.898912 17.7348
2.07 0.302892 -0.953025 -0.186433 -0.0592526 -2.88857 -0.877896 17.6314
2.08 0.300883 -0.953661 -0.215251 -0.0679123 -2.87452 -0.8535 17.5107
2.09 0.298587 -0.954382 -0.243917 -0.0763116 -2.85832 -0.825812 17.3728
2.1 0.296006 -0.955186 -0.27241 -0.0844179 -2.83995 -0.794931 17.2178
2.11 0.29314 -0.95607 -0.300708 -0.0922 -2.81935 -0.760967 17.046
2.12 0.289992 -0.957029 -0.328789 -0.0996274 -2.79649 -0.724044 16.8575
2.13 0.286565 -0.958061 -0.35663 -0.106671 -2.7713 -0.684293 16.6524
2.14 0.28286 -0.959161 -0.384208 -0.113304 -2.74376 -0.64186 16.431
2.15 0.278882 -0.960325 -0.411497 -0.1195 -2.7138 -0.5969 16.1935
2.16 0.274631 -0.96155 -0.438475 -0.125234 -2.68137 -0.549577 15.9401
2.17 0.270113 -0.962829 -0.465116 -0.130484 -2.64644 -0.500066 15.671
2.18 0.26533 -0.964158 -0.491396 -0.135229 -2.60894 -0.448551 15.3866
2.19 0.260287 -0.965531 -0.517287 -0.139449 -2.56883 -0.395224 15.0871
2.2 0.254986 -0.966945 -0.542763 -0.143128 -2.52608 -0.340285 14.7728
2.21 0.249433 -0.968392 -0.567799 -0.14625 -2.48063 -0.283941 14.444
2.22 0.243632 -0.969868 -0.592367 -0.148803 -2.43246 -0.226405 14.101
2.23 0.237587 -0.971366 -0.616439 -0.150775 -2.38154 -0.167899 13.7442
2.24 0.231305 -0.972881 -0.639988 -0.152159 -2.32783 -0.108647 13.3739
2.25 0.224789 -0.974407 -0.662986 -0.152947 -2.27133 -0.048878 12.9905
2.26 0.218047 -0.975938 -0.685406 -0.153135 -2.21202 0.0111755 12.5943
2.27 0.211083 -0.977468 -0.707218 -0.152723 -2.14991 0.071278 12.1858
2.28 0.203905 -0.978991 -0.728394 -0.15171 -2.08499 0.131193 11.7654
2.29 0.196517 -0.9805 -0.748908 -0.1501 -2.01727 0.190682 11.3334
2.3 0.188929 -0.981991 -0.768731 -0.147899 -1.9468 0.249509 10.8903
2.31 0.181145 -0.983456 -0.787835 -0.145113 -1.87359 0.307436 10.4365
2.32 0.173174 -0.984891 -0.806193 -0.141754 -1.79769 0.364232 9.97244
2.33 0.165024 -0.98629 -0.82378 -0.137833 -1.71915 0.419664 9.49863
2.34 0.156702 -0.987646 -0.840568 -0.133366 -1.63804 0.473507 9.01549
2.35 0.148215 -0.988955 -0.856532 -0.128369 -1.55443 0.52554 8.52352
2.36 0.139574 -0.990212 -0.871648 -0.122862 -1.46841 0.575548 8.02318
2.37 0.130785 -0.991411 -0.885893 -0.116865 -1.38007 0.623325 7.51497
2.38 0.121859 -0.992547 -0.899242 -0.110403 -1.28951 0.668671 6.99939
2.39 0.112803 -0.993617 -0.911676 -0.103501 -1.19685 0.711397 6.47695
2.4 0.103628 -0.994616 -0.923173 -0.0961848 -1.10222 0.751323 5.94815
2.41 0.0943432 -0.99554 -0.933714 -0.0884842 -1.00574 0.788282 5.41352
2.42 0.0849574 -0.996385 -0.943282 -0.0804296 -0.907564 0.822117 4.87358
2.43 0.0754809 -0.997147 -0.95186 -0.0720528 -0.807838 0.852685 4.32885
2.44 0.0659236 -0.997825 -0.959434 -0.0633872 -0.70672 0.879856 3.77988
2.45 0.0562956 -0.998414 -0.96599 -0.0544674 -0.604374 0.903513 3.22721
2.46 0.0466072 -0.998913 -0.971518 -0.045329 -0.500971 0.923557 2.67136
2.47 0.0368687 -0.99932 -0.976007 -0.0360086 -0.396686 0.9399 2.1129
2.48 0.0270905 -0.999633 -0.979449 -0.0265436 -0.291701 0.952473 1.55236
2.49 0.0172832 -0.999851 -0.981839 -0.0169719 -0.186198 0.961222 0.990305
2.5 0.00745728 -0.999972 -0.983172 -0.00733199 -0.0803634 0.966109 0.427275
2.51 -0.00237669 -0.999997 -0.983446 0.00233736 0.025614 0.967113 -0.136175
2.52 -0.0122081 -0.999925 -0.98266 0.0119973 0.131546 0.964231 -0.69949
2.53 -0.0220264 -0.999757 -0.980816 0.021609 0.237243 0.957473 -1.26212
2.54 -0.0318209 -0.999494 -0.977917 0.031134 0.34252 0.94687 -1.82351
2.55 -0.0415812 -0.999135 -0.973967 0.0405338 0.447189 0.932467 -2.38311
2.56 -0.0512968 -0.998683 -0.968975 0.0497708 0.55107 0.914326 -2.94038
2.57 -0.0609573 -0.99814 -0.962949 0.0588081 0.653984 0.892524 -3.49476
2.58 -0.0705523 -0.997508 -0.9559 0.0676094 0.755757 0.867155 -4.04571
2.59 -0.0800719 -0.996789 -0.947838 0.0761397 0.856223 0.838327 -4.5927
2.6 -0.0895058 -0.995986 -0.93878 0.0843649 0.955219 0.806163 -5.13518
2.61 -0.0988442 -0.995103 -0.92874 0.0922523 1.05259 0.7708 -5.67262
2.62 -0.108077 -0.994142 -0.917734 0.0997707 1.14819 0.732386 -6.2045
2.63 -0.117196 -0.993109 -0.905782 0.10689 1.24189 0.691085 -6.73029
2.64 -0.12619 -0.992006 -0.892903 0.113583 1.33355 0.64707 -7.24948
2.65 -0.135051 -0.990839 -0.879118 0.119823 1.42305 0.600525 -7.76156
2.66 -0.143769 -0.989611 -0.86445 0.125586 1.51028 0.551644 -8.26602
2.67 -0.152337 -0.988329 -0.848921 0.130849 1.59515 0.500631 -8.76238
2.68 -0.160745 -0.986996 -0.832555 0.135592 1.67756 0.447696 -9.25014
2.69 -0.168985 -0.985619 -0.815378 0.139797 1.75743 0.393057 -9.72883
2.7 -0.17705 -0.984202 -0.797415 0.143448 1.8347 0.336937 -10.198
2.71 -0.184931 -0.982751 -0.778693 0.146532 1.90931 0.279565 -10.6571
2.72 -0.192621 -0.981273 -0.759238 0.149036 1.9812 0.221174 -11.1058
2.73 -0.200113 -0.979773 -0.739078 0.150953 2.05035 0.161997 -11.5436
2.74 -0.207401 -0.978256 -0.71824 0.152274 2.11671 0.102273 -11.9701
2.75 -0.214476 -0.976729 -0.696753 0.152997 2.18028 0.0422374 -12.3848
2.76 -0.221334 -0.975198 -0.674644 0.153119 2.24104 -0.0178708 -12.7874
2.77 -0.227967 -0.973669 -0.651941 0.15264 2.29899 -0.0778161 -13.1774
2.78 -0.234371 -0.972147 -0.628673 0.151564 2.35414 -0.137364 -13.5545
2.79 -0.240539 -0.97064 -0.604868 0.149895 2.40649 -0.196284 -13.9183
2.8 -0.246466 -0.969151 -0.580553 0.147641 2.45608 -0.254349 -14.2685
2.81 -0.252148 -0.967689 -0.555755 0.144812 2.50293 -0.311335 -14.6047
2.82 -0.25758 -0.966257 -0.530503 0.141419 2.54708 -0.367027 -14.9265
2.83 -0.262757 -0.964862 -0.504823 0.137476 2.58855 -0.421213 -15.2337
2.84 -0.267675 -0.963509 -0.478741 0.133 2.62739 -0.473688 -15.526
2.85 -0.27233 -0.962204 -0.452284 0.128009 2.66364 -0.524258 -15.803
2.86 -0.276719 -0.960951 -0.425477 0.122522 2.69736 -0.572734 -16.0645
2.87 -0.280839 -0.959755 -0.398345 0.116562 2.72858 -0.618936 -16.3103
2.88 -0.284685 -0.958621 -0.370913 0.110151 2.75737 -0.662695 -16.54
2.89 -0.288256 -0.957553 -0.343205 0.103316 2.78377 -0.70385 -16.7536
2.9 -0.291549 -0.956556 -0.315246 0.0960836 2.80782 -0.742251 -16.9507
