t x y vx vy ax ay theta_deg
0 0.247092 -0.760885 -0 -0 -2.92973 -0.951411 17.9909
0.01 0.246946 -0.760932 -0.0292931 -0.00950653 -2.92848 -0.949136 17.9798
0.02 0.246507 -0.761075 -0.0585613 -0.0189676 -2.92474 -0.942322 17.9468
0.03 0.245775 -0.761311 -0.0877795 -0.0283379 -2.91848 -0.931 17.8917
0.04 0.244751 -0.761641 -0.116922 -0.0375727 -2.90969 -0.915217 17.8147
0.05 0.243437 -0.762062 -0.145965 -0.0466277 -2.89833 -0.895046 17.7158
0.06 0.241832 -0.762573 -0.17488 -0.0554593 -2.88438 -0.870575 17.5952
0.07 0.23994 -0.76317 -0.203643 -0.0640252 -2.86777 -0.841913 17.4531
0.08 0.23776 -0.763852 -0.232227 -0.072284 -2.84847 -0.809187 17.2895
0.09 0.235296 -0.764615 -0.260604 -0.0801959 -2.82642 -0.772544 17.1048
0.1 0.232549 -0.765455 -0.288746 -0.0877224 -2.80155 -0.73215 16.899
0.11 0.229522 -0.766368 -0.316625 -0.094827 -2.7738 -0.688185 16.6726
0.12 0.226217 -0.76735 -0.344212 -0.101475 -2.74309 -0.64085 16.4257
0.13 0.222639 -0.768396 -0.371477 -0.107633 -2.70937 -0.590361 16.1587
0.14 0.218789 -0.769501 -0.398389 -0.113272 -2.67256 -0.536949 15.8718
0.15 0.214672 -0.770659 -0.424918 -0.118364 -2.6326 -0.480861 15.5655
0.16 0.210292 -0.771866 -0.45103 -0.122882 -2.58941 -0.422357 15.2401
0.17 0.205653 -0.773115 -0.476695 -0.126804 -2.54293 -0.361711 14.8961
0.18 0.20076 -0.7744 -0.501878 -0.13011 -2.49311 -0.299207 14.5337
0.19 0.195617 -0.775715 -0.526546 -0.132782 -2.43989 -0.235143 14.1536
0.2 0.190231 -0.777054 -0.550664 -0.134808 -2.38324 -0.169823 13.756
0.21 0.184606 -0.778409 -0.574199 -0.136176 -2.32312 -0.103561 13.3417
0.22 0.178749 -0.779775 -0.597115 -0.136877 -2.25949 -0.0366776 12.9109
0.23 0.172666 -0.781144 -0.619377 -0.136908 -2.19236 0.0305014 12.4644
0.24 0.166363 -0.782511 -0.64095 -0.136267 -2.12172 0.0976467 12.0025
0.25 0.159849 -0.783868 -0.6618 -0.134957 -2.04758 0.164427 11.5259
0.26 0.15313 -0.785208 -0.68189 -0.132981 -1.96996 0.230509 11.0352
0.27 0.146214 -0.786525 -0.701188 -0.13035 -1.88892 0.295564 10.531
0.28 0.139109 -0.787813 -0.719658 -0.127074 -1.8045 0.359264 10.0139
0.29 0.131824 -0.789064 -0.737267 -0.12317 -1.71678 0.421285 9.48443
0.3 0.124367 -0.790274 -0.753982 -0.118655 -1.62585 0.481311 8.94338
0.31 0.116747 -0.791435 -0.769773 -0.113552 -1.5318 0.539035 8.39136
0.32 0.108974 -0.792543 -0.784609 -0.107883 -1.43477 0.594158 7.82906
0.33 0.101058 -0.793591 -0.798459 -0.101678 -1.33489 0.646395 7.25715
0.34 0.0930086 -0.794575 -0.811297 -0.094966 -1.23232 0.695474 6.67635
0.35 0.0848357 -0.795489 -0.823097 -0.08778 -1.12721 0.741137 6.08736
0.36 0.0765502 -0.796329 -0.833834 -0.0801555 -1.01975 0.783145 5.4909
0.37 0.0681627 -0.797091 -0.843485 -0.07213 -0.910145 0.821276 4.88772
0.38 0.0596842 -0.797771 -0.85203 -0.0637435 -0.798595 0.855328 4.27854
0.39 0.0511258 -0.798365 -0.859451 -0.0550377 -0.685324 0.885119 3.66411
0.4 0.0424989 -0.79887 -0.865732 -0.0460559 -0.570563 0.910491 3.0452
0.41 0.033815 -0.799285 -0.870858 -0.036843 -0.454552 0.931308 2.42254
0.42 0.0250857 -0.799607 -0.874819 -0.0274453 -0.337539 0.947459 1.79692
0.43 0.0163226 -0.799833 -0.877606 -0.0179097 -0.219779 0.958858 1.1691
0.44 0.00753747 -0.799964 -0.879213 -0.00828418 -0.10153 0.965442 0.53984
0.45 -0.00125776 -0.799999 -0.879636 0.00138297 0.0169439 0.967177 -0.0900806
0.46 -0.0100513 -0.799937 -0.878875 0.0110432 0.135381 0.964053 -0.719891
0.47 -0.0188313 -0.799778 -0.87693 0.0206479 0.253516 0.956087 -1.34882
0.48 -0.027586 -0.799524 -0.873806 0.0301489 0.371089 0.943323 -1.97609
0.49 -0.0363035 -0.799176 -0.869511 0.0394986 0.487841 0.925827 -2.60094
0.5 -0.0449723 -0.798735 -0.864053 0.04865 0.60352 0.903695 -3.2226
0.51 -0.0535807 -0.798204 -0.857445 0.0575574 0.717879 0.877044 -3.84031
0.52 -0.0621174 -0.797585 -0.849701 0.0661763 0.830681 0.846017 -4.45331
0.53 -0.070571 -0.796881 -0.840837 0.0744637 0.941697 0.81078 -5.06086
0.54 -0.0789305 -0.796097 -0.830873 0.0823785 1.05071 0.771519 -5.66219
0.55 -0.0871849 -0.795235 -0.81983 0.0898814 1.15751 0.728442 -6.25658
0.56 -0.0953236 -0.794301 -0.807731 0.0969353 1.26192 0.681777 -6.84331
0.57 -0.103336 -0.793298 -0.7946 0.103506 1.36374 0.631768 -7.42164
0.58 -0.111212 -0.792232 -0.780465 0.10956 1.46282 0.578677 -7.99087
0.59 -0.118942 -0.791109 -0.765354 0.11507 1.55901 0.52278 -8.5503
0.6 -0.126516 -0.789933 -0.749295 0.120008 1.65217 0.464367 -9.09925
0.61 -0.133925 -0.78871 -0.732321 0.12435 1.7422 0.403738 -9.63705
0.62 -0.14116 -0.787448 -0.714462 0.128076 1.82898 0.341205 -10.163
0.63 -0.148211 -0.786151 -0.695752 0.131169 1.91244 0.277085 -10.6765
0.64 -0.155072 -0.784827 -0.676225 0.133614 1.99251 0.211702 -11.177
0.65 -0.161733 -0.783481 -0.655913 0.1354 2.06914 0.145386 -11.6637
0.66 -0.168188 -0.782121 -0.634853 0.136519 2.14228 0.0784679 -12.1361
0.67 -0.174428 -0.780753 -0.61308 0.136968 2.21192 0.0112792 -12.5936
0.68 -0.180447 -0.779384 -0.590627 0.136745 2.27805 -0.0558488 -13.0357
0.69 -0.186238 -0.77802 -0.56753 0.135852 2.34067 -0.122587 -13.4619
0.7 -0.191796 -0.776669 -0.543825 0.134296 2.3998 -0.188612 -13.8715
0.71 -0.197113 -0.775336 -0.519546 0.132084 2.45546 -0.253605 -14.2641
0.72 -0.202185 -0.774029 -0.494727 0.129228 2.5077 -0.317254 -14.6392
0.73 -0.207006 -0.772754 -0.469403 0.125744 2.55656 -0.379256 -14.9963
0.74 -0.211571 -0.771516 -0.443607 0.121649 2.60209 -0.439319 -15.3351
0.75 -0.215876 -0.770323 -0.417372 0.116965 2.64435 -0.497159 -15.6551
0.76 -0.219917 -0.769179 -0.390731 0.111715 2.68341 -0.552508 -15.9559
0.77 -0.22369 -0.76809 -0.363715 0.105924 2.71933 -0.605109 -16.2371
0.78 -0.22719 -0.767062 -0.336354 0.0996223 2.75218 -0.654719 -16.4984
0.79 -0.230416 -0.7661 -0.308681 0.0928404 2.78203 -0.701111 -16.7394
0.8 -0.233363 -0.765207 -0.280724 0.0856115 2.80895 -0.744074 -16.96
0.81 -0.23603 -0.764389 -0.252511 0.077971 2.83301 -0.783414 -17.1597
0.82 -0.238413 -0.763649 -0.224073 0.0699559 2.85427 -0.818952 -17.3385
0.83 -0.24051 -0.762991 -0.195435 0.0616052 2.87279 -0.85053 -17.4959
0.84 -0.242321 -0.762418 -0.166626 0.052959 2.88863 -0.878006 -17.6319
0.85 -0.243842 -0.761932 -0.137671 0.0440591 2.90184 -0.901258 -17.7463
0.86 -0.245074 -0.761537 -0.108598 0.0349483 2.91246 -0.920182 -17.8389
0.87 -0.246014 -0.761234 -0.0794305 0.0256702 2.92053 -0.934695 -17.9097
0.88 -0.246662 -0.761024 -0.0501955 0.0162693 2.92606 -0.944733 -17.9585
0.89 -0.247018 -0.760909 -0.0209176 0.00679059 2.92909 -0.950251 -17.9853
0.9 -0.24708 -0.760888 0.00837807 -0.00272058 2.92963 -0.951225 -17.99
0.91 -0.24685 -0.760963 0.0376666 -0.0122187 2.92767 -0.94765 -17.9726
0.92 -0.246327 -0.761133 0.0669231 -0.0216585 2.9232 -0.939543 -17.9333
0.93 -0.245512 -0.761396 0.0961223 -0.0309946 2.91622 -0.926939 -17.8719
0.94 -0.244405 -0.761752 0.125239 -0.0401824 2.9067 -0.909894 -17.7886
0.95 -0.243008 -0.762199 0.154248 -0.0491779 2.89461 -0.888483 -17.6835
0.96 -0.241321 -0.762735 0.183123 -0.0579379 2.8799 -0.862801 -17.5568
0.97 -0.239346 -0.763357 0.211837 -0.0664201 2.86253 -0.832963 -17.4085
0.98 -0.237084 -0.764062 0.240364 -0.0745837 2.84245 -0.799101 -17.2388
0.99 -0.234539 -0.764847 0.268677 -0.0823892 2.8196 -0.761368 -17.0481
1 -0.231712 -0.765709 0.296747 -0.0897987 2.79391 -0.719933 -16.8364
