t x y vx vy ax ay theta_deg
0 0.277979 -0.855995 -0 -0 -2.92973 -0.951411 17.9909
0.01 0.277832 -0.856043 -0.0292936 -0.00950737 -2.92862 -0.949389 17.9811
0.02 0.277393 -0.856185 -0.058565 -0.0189743 -2.92529 -0.943331 17.9517
0.03 0.276661 -0.856422 -0.087792 -0.0283606 -2.91973 -0.933261 17.9027
0.04 0.275638 -0.856752 -0.116952 -0.0376263 -2.91192 -0.919218 17.8342
0.05 0.274323 -0.857174 -0.146023 -0.0467319 -2.90184 -0.901258 17.7463
0.06 0.272717 -0.857686 -0.174981 -0.0556386 -2.88946 -0.87945 17.639
0.07 0.270823 -0.858286 -0.203804 -0.0643084 -2.87474 -0.853882 17.5126
0.08 0.268642 -0.858971 -0.232468 -0.0727041 -2.85764 -0.824655 17.367
0.09 0.266175 -0.859739 -0.260949 -0.0807897 -2.83812 -0.791884 17.2025
0.1 0.263424 -0.860586 -0.289222 -0.0885304 -2.81612 -0.755701 17.0192
0.11 0.260391 -0.861508 -0.317263 -0.0958928 -2.79159 -0.716249 16.8174
0.12 0.257079 -0.862502 -0.345046 -0.102845 -2.76449 -0.673689 16.5973
0.13 0.253491 -0.863564 -0.372544 -0.109357 -2.73473 -0.628191 16.3591
0.14 0.249629 -0.864688 -0.399731 -0.1154 -2.70228 -0.57994 16.1031
0.15 0.245498 -0.86587 -0.42658 -0.120947 -2.66708 -0.529135 15.8295
0.16 0.241099 -0.867105 -0.453063 -0.125975 -2.62905 -0.475982 15.5386
0.17 0.236438 -0.868388 -0.479152 -0.13046 -2.58816 -0.420702 15.2308
0.18 0.231517 -0.869712 -0.504817 -0.134382 -2.54435 -0.363524 14.9064
0.19 0.226343 -0.871073 -0.530029 -0.137725 -2.49756 -0.304688 14.5658
0.2 0.220918 -0.872465 -0.554758 -0.140471 -2.44776 -0.244441 14.2093
0.21 0.215249 -0.873881 -0.578974 -0.14261 -2.39491 -0.183039 13.8373
0.22 0.209341 -0.875315 -0.602646 -0.144129 -2.33898 -0.120742 13.4502
0.23 0.203198 -0.876761 -0.625743 -0.145022 -2.27994 -0.0578195 13.0485
0.24 0.196828 -0.878213 -0.648234 -0.145284 -2.21779 0.00545793 12.6326
0.25 0.190236 -0.879665 -0.670088 -0.144913 -2.15251 0.0688148 12.2028
0.26 0.183428 -0.88111 -0.691274 -0.143909 -2.08412 0.131974 11.7598
0.27 0.176413 -0.882541 -0.71176 -0.142275 -2.01263 0.194657 11.304
0.28 0.169196 -0.883953 -0.731516 -0.140018 -1.93806 0.256585 10.8358
