t x y vx vy ax ay theta_deg
0 0.216206 -0.665774 -0 -0 -2.92973 -0.951411 17.9909
0.01 0.216059 -0.665822 -0.0292925 -0.00950544 -2.9283 -0.948811 17.9783
0.02 0.21562 -0.665964 -0.0585566 -0.0189589 -2.92402 -0.941026 17.9405
0.03 0.214888 -0.6662 -0.0877634 -0.0283088 -2.91687 -0.928095 17.8775
0.04 0.213865 -0.66653 -0.116884 -0.0375039 -2.90681 -0.910082 17.7895
0.05 0.212551 -0.66695 -0.14589 -0.0464938 -2.89381 -0.887079 17.6766
0.06 0.210948 -0.667459 -0.17475 -0.0552292 -2.87782 -0.859203 17.5389
0.07 0.209057 -0.668053 -0.203436 -0.0636621 -2.85879 -0.826594 17.3767
0.08 0.20688 -0.668731 -0.231916 -0.0717459 -2.83664 -0.789421 17.1901
0.09 0.204419 -0.669487 -0.260158 -0.0794359 -2.8113 -0.747873 16.9794
0.1 0.201678 -0.670318 -0.288131 -0.0866895 -2.7827 -0.702164 16.7449
0.11 0.198658 -0.671219 -0.315801 -0.0934661 -2.75075 -0.652531 16.4869
0.12 0.195363 -0.672186 -0.343134 -0.0997279 -2.71537 -0.599232 16.2059
0.13 0.191796 -0.673212 -0.370097 -0.105439 -2.67648 -0.542547 15.9021
0.14 0.187962 -0.674292 -0.396652 -0.110569 -2.63398 -0.482773 15.5761
0.15 0.183865 -0.675421 -0.422764 -0.115086 -2.5878 -0.420229 15.2282
0.16 0.179508 -0.676592 -0.448396 -0.118965 -2.53787 -0.355248 14.859
0.17 0.174898 -0.677798 -0.473509 -0.122184 -2.48411 -0.288179 14.4689
0.18 0.17004 -0.679033 -0.498065 -0.124723 -2.42646 -0.219386 14.0586
0.19 0.164939 -0.68029 -0.522025 -0.126567 -2.36487 -0.149245 13.6286
0.2 0.159602 -0.681562 -0.545349 -0.127704 -2.2993 -0.0781407 13.1795
0.21 0.154034 -0.682842 -0.567997 -0.128128 -2.22972 -0.00646772 12.7119
0.22 0.148244 -0.684123 -0.58993 -0.127833 -2.15614 0.0653742 12.2265
0.23 0.142238 -0.685396 -0.611107 -0.126821 -2.07854 0.136981 11.724
0.24 0.136025 -0.686657 -0.631488 -0.125096 -1.99697 0.207947 11.2051
0.25 0.129611 -0.687896 -0.651033 -0.122666 -1.91145 0.277868 10.6704
